id,category,description,humidity (%),energy (kcal),energy (kJ),protein (g),lipids (g),cholesterol (mg),carbohydrate (g),fiber (g),Cinzas (g),Calcium (mg),Magnesium (mg),Magnesium  (mg),Phosphor (mg),Iron (mg),Sodium (mg),Potassium (mg),Copper (mg),Zinc (mg),Retinol (mcg),RE (mcg),RAE (mcg),Thiamine (mg),Riboflavin (mg),Pyridoxine (mg),Niacin (mg),vitamina-c (mg)
333,Carnes e derivados,"Carne, bovina, bucho, cru",74.97,137.30,574.48,20.53,5.50,144.90,0.00,NA,0.37,9.07,6.40,0.01,61.42,0.47,45.00,84.57,0.06,2.13,Tr,Tr,Tr,Tr,Tr,Tr,2.13,
334,Carnes e derivados,"Carne, bovina, capa de contra-filé, com gordura, crua",64.77,216.91,907.55,19.20,14.96,62.81,0.00,NA,0.90,5.86,17.45,0.01,144.19,1.51,57.54,266.89,0.06,3.54,3.76,3.76,3.76,0.09,0.09,0.12,1.55,
335,Carnes e derivados,"Carne, bovina, capa de contra-filé, com gordura, grelhada",47.88,311.70,1304.16,30.69,20.03,120.43,0.00,NA,1.13,7.26,18.38,Tr,213.63,2.59,80.51,323.45,0.13,6.20,Tr,Tr,Tr,Tr,0.06,Tr,1.74,
336,Carnes e derivados,"Carne, bovina, capa de contra-filé, sem gordura, crua",72.99,131.06,548.37,21.54,4.33,58.35,0.00,NA,1.00,6.50,19.59,Tr,178.23,2.04,79.17,325.43,0.06,4.59,Tr,Tr,Tr,Tr,0.04,Tr,1.81,
337,Carnes e derivados,"Carne, bovina, capa de contra-filé, sem gordura, grelhada",53.74,239.44,1001.83,35.06,9.95,80.29,-0.01,NA,1.25,8.84,25.61,0.01,287.38,2.84,82.75,384.84,0.12,7.64,Tr,Tr,Tr,0.03,0.08,Tr,1.86,
338,Carnes e derivados,"Carne, bovina, charque, cozido",45.79,262.78,1099.47,36.36,11.92,113.43,0.00,NA,3.63,14.85,12.81,0.02,100.90,3.45,1442.70,89.57,0.07,6.09,Tr,Tr,Tr,0.05,0.07,Tr,1.50,
339,Carnes e derivados,"Carne, bovina, charque, cru",44.47,248.86,1041.23,22.71,16.84,80.69,0.00,NA,14.49,15.18,13.36,Tr,122.29,1.53,5875.03,236.26,0.03,3.89,Tr,Tr,Tr,0.12,0.07,Tr,1.63,
340,Carnes e derivados,"Carne, bovina, contra-filé, à milanesa",42.16,351.59,1471.06,20.61,24.00,99.36,12.17,0.37,1.05,14.67,27.04,0.27,202.95,2.90,77.09,270.96,0.10,2.86,15.08,,,0.07,0.04,Tr,3.02,
341,Carnes e derivados,"Carne, bovina, contra-filé de costela, cru",66.38,202.44,847.00,19.80,13.07,52.31,0.00,NA,0.95,3.16,14.00,Tr,163.85,1.56,38.52,245.07,0.04,4.35,3.05,3.05,3.05,0.14,0.08,Tr,2.68,
342,Carnes e derivados,"Carne, bovina, contra-filé de costela, grelhado",52.19,274.91,1150.24,29.88,16.33,97.87,0.00,NA,1.15,4.29,23.57,0.01,251.89,2.79,50.88,382.74,0.08,6.68,Tr,Tr,Tr,Tr,0.19,0.17,2.75,
343,Carnes e derivados,"Carne, bovina, contra-filé, com gordura, cru",65.75,205.86,861.30,21.15,12.81,72.65,0.00,NA,0.92,3.67,18.16,0.01,164.20,1.31,44.13,284.65,0.04,2.79,3.59,3.59,3.59,0.11,0.08,0.03,3.79,
344,Carnes e derivados,"Carne, bovina, contra-filé, com gordura, grelhado",51.71,278.05,1163.38,32.40,15.49,143.86,0.00,NA,1.22,4.46,18.66,Tr,218.54,2.35,57.07,351.86,0.09,4.78,Tr,Tr,Tr,Tr,0.18,0.13,4.91,
345,Carnes e derivados,"Carne, bovina, contra-filé, sem gordura, cru",69.14,156.62,655.28,24.00,6.00,59.46,0.00,NA,0.99,4.20,20.63,Tr,183.82,1.68,52.89,334.62,0.05,3.24,Tr,Tr,Tr,Tr,0.20,Tr,4.64,
346,Carnes e derivados,"Carne, bovina, contra-filé, sem gordura, grelhado",57.53,193.69,810.41,35.88,4.49,101.90,0.00,NA,1.27,5.00,21.06,Tr,240.60,2.35,57.51,386.47,0.09,5.14,Tr,Tr,Tr,Tr,0.17,0.16,4.93,
347,Carnes e derivados,"Carne, bovina, costela, assada",43.19,373.04,1560.79,28.81,27.72,94.59,0.00,NA,0.99,28.01,19.55,Tr,179.05,2.18,91.86,270.01,0.08,5.45,Tr,Tr,Tr,Tr,0.08,0.35,0.56,
348,Carnes e derivados,"Carne, bovina, costela, crua",52.73,357.72,1496.71,16.71,31.75,44.19,0.00,NA,0.90,*,11.68,Tr,129.97,1.20,70.00,151.16,Tr,2.70,4.57,4.57,4.57,0.12,0.11,Tr,5.99,
349,Carnes e derivados,"Carne, bovina, coxão duro, sem gordura, cozido",58.53,216.62,906.32,31.88,8.92,71.10,0.00,NA,0.88,3.98,13.79,Tr,188.97,1.70,41.10,251.66,0.07,4.97,2.06,2.06,2.06,Tr,Tr,Tr,3.26,
350,Carnes e derivados,"Carne, bovina, coxão duro, sem gordura, cru",69.80,147.97,619.09,21.51,6.22,59.98,0.00,NA,1.09,2.95,21.11,Tr,188.51,1.89,48.55,357.88,0.05,2.81,2.07,2.07,2.07,0.12,0.20,Tr,4.38,
351,Carnes e derivados,"Carne, bovina, coxão mole, sem gordura, cozido",58.04,218.68,914.94,32.38,8.91,84.15,0.00,NA,1.23,3.73,13.47,Tr,182.67,2.56,43.50,238.51,0.11,4.70,2.47,2.47,2.47,Tr,Tr,Tr,4.09,
352,Carnes e derivados,"Carne, bovina, coxão mole, sem gordura, cru",68.60,169.07,707.37,21.23,8.69,83.82,0.00,NA,1.04,2.99,20.72,Tr,175.40,1.89,60.53,334.90,0.05,2.63,2.61,2.61,2.61,0.12,0.19,Tr,2.32,
353,Carnes e derivados,"Carne, bovina, cupim, assado",48.42,330.10,1381.14,28.63,23.04,90.80,0.00,NA,0.96,7.62,18.21,Tr,212.27,2.70,71.59,321.07,0.08,5.29,Tr,Tr,Tr,Tr,0.08,0.14,2.16,
354,Carnes e derivados,"Carne, bovina, cupim, cru",64.83,221.40,926.33,19.54,15.30,50.95,0.00,NA,0.88,3.57,12.76,Tr,220.13,1.13,46.86,150.58,0.03,2.42,2.70,2.70,2.70,0.11,0.05,0.03,3.33,
355,Carnes e derivados,"Carne, bovina, fígado, cru",71.33,141.05,590.14,20.71,5.36,392.88,1.11,NA,1.49,4.16,12.42,0.26,334.16,5.63,75.92,264.50,9.01,3.46,7936.70,7936.70,7936.70,0.14,0.90,Tr,10.66,
356,Carnes e derivados,"Carne, bovina, fígado, grelhado",54.97,225.03,941.51,29.86,9.01,601.47,4.20,NA,1.96,5.56,9.70,0.22,419.92,5.79,82.19,309.37,12.58,3.95,14574.00,14574.00,14574.00,0.21,2.69,Tr,11.92,
357,Carnes e derivados,"Carne, bovina, filé mingnon, sem gordura, cru",71.89,142.86,597.74,21.60,5.61,54.76,0.00,NA,1.07,2.93,21.39,0.01,192.76,1.92,48.86,321.53,0.08,2.75,3.63,3.63,3.63,0.12,0.10,0.04,1.78,
358,Carnes e derivados,"Carne, bovina, filé mingnon, sem gordura, grelhado",57.00,219.70,919.24,32.80,8.83,102.88,0.00,NA,1.33,4.31,28.26,0.02,308.14,2.87,57.91,325.98,0.14,4.13,Tr,Tr,Tr,0.03,0.08,0.05,4.27,
359,Carnes e derivados,"Carne, bovina, flanco, sem gordura, cozido",61.98,195.58,818.29,29.38,7.77,62.00,0.00,NA,0.86,3.53,13.61,Tr,181.45,2.77,41.68,248.80,0.07,5.55,1.76,1.76,1.76,Tr,Tr,Tr,2.32,
360,Carnes e derivados,"Carne, bovina, flanco, sem gordura, cru",72.07,141.46,591.87,20.00,6.22,50.30,0.00,NA,0.97,2.81,17.85,Tr,166.73,1.58,54.22,324.11,0.05,4.45,2.02,2.02,2.02,0.11,0.16,Tr,3.28,
361,Carnes e derivados,"Carne, bovina, fraldinha, com gordura, cozida",49.72,338.45,1416.06,24.24,26.05,64.87,0.00,NA,0.75,3.21,14.48,Tr,160.58,2.03,38.78,206.76,0.07,6.50,Tr,Tr,Tr,Tr,0.05,0.07,1.61,
362,Carnes e derivados,"Carne, bovina, fraldinha, com gordura, crua",65.44,220.72,923.51,17.58,16.15,54.34,0.00,NA,0.86,3.11,16.12,0.00,131.40,1.54,51.20,274.12,0.04,4.19,4.64,4.64,4.64,0.08,0.07,0.03,3.56,
363,Carnes e derivados,"Carne, bovina, lagarto, cozido",57.63,222.47,930.81,32.86,9.11,55.70,0.00,NA,0.88,3.53,12.96,Tr,167.27,1.85,47.54,254.44,0.05,6.96,2.90,2.90,2.90,Tr,Tr,Tr,2.55,
364,Carnes e derivados,"Carne, bovina, lagarto, cru",70.97,134.86,564.27,20.54,5.23,55.79,0.00,NA,1.12,2.59,19.67,Tr,184.72,1.32,53.56,361.84,0.05,2.39,1.99,1.99,1.99,0.10,0.14,0.03,2.19,
365,Carnes e derivados,"Carne, bovina, língua, cozida",53.41,314.90,1317.55,21.37,24.80,105.07,0.00,NA,0.66,5.93,11.54,0.01,136.46,2.07,59.06,175.29,0.08,4.09,Tr,Tr,Tr,Tr,0.08,Tr,1.83,
366,Carnes e derivados,"Carne, bovina, língua, crua",65.02,215.25,900.61,17.09,15.77,117.85,0.00,NA,0.78,5.04,15.30,0.02,163.57,1.70,73.05,250.71,0.09,2.87,Tr,Tr,Tr,0.05,0.04,Tr,1.18,
367,Carnes e derivados,"Carne, bovina, maminha, crua",69.99,152.77,639.17,20.93,7.03,50.80,0.00,NA,1.02,2.83,15.66,Tr,181.32,1.15,37.42,273.66,0.03,3.48,3.18,3.18,3.18,0.12,0.08,0.03,4.27,
368,Carnes e derivados,"Carne, bovina, maminha, grelhada",65.28,153.09,640.53,30.74,2.42,87.70,0.00,NA,1.39,4.17,20.89,Tr,237.48,2.43,58.12,386.42,0.08,5.58,Tr,Tr,Tr,Tr,0.04,0.13,1.46,
369,Carnes e derivados,"Carne, bovina, miolo de alcatra, sem gordura, cru",69.49,162.87,681.45,21.61,7.83,60.37,0.00,NA,1.01,3.19,20.02,0.01,165.09,1.97,43.05,298.74,0.06,2.96,3.52,3.52,3.52,0.12,0.07,Tr,3.59,
370,Carnes e derivados,"Carne, bovina, miolo de alcatra, sem gordura, grelhado",52.43,241.36,1009.87,31.93,11.64,92.20,0.00,NA,1.22,4.51,25.97,0.02,279.24,3.17,51.62,385.11,0.11,4.82,Tr,Tr,Tr,0.03,0.05,0.05,4.66,
371,Carnes e derivados,"Carne, bovina, músculo, sem gordura, cozido",62.82,193.80,810.86,31.23,6.70,56.15,0.00,NA,0.88,4.98,13.42,Tr,175.70,2.36,61.79,252.56,0.08,6.44,1.91,1.91,1.91,Tr,Tr,Tr,1.97,
372,Carnes e derivados,"Carne, bovina, músculo, sem gordura, cru",72.35,141.58,592.37,21.56,5.49,50.94,0.00,NA,0.99,3.64,17.45,Tr,162.19,1.86,66.08,295.84,0.05,3.65,1.91,1.91,1.91,0.09,0.19,0.04,2.79,
373,Carnes e derivados,"Carne, bovina, paleta, com gordura, crua",70.62,158.71,664.04,21.41,7.46,58.26,0.00,NA,0.92,4.36,14.15,Tr,157.60,1.76,64.90,249.68,0.08,3.65,Tr,Tr,Tr,Tr,0.04,",0,02",0.91,
374,Carnes e derivados,"Carne, bovina, paleta, sem gordura, cozida",62.94,193.65,810.24,29.72,7.40,55.61,0.00,NA,0.85,5.64,17.66,Tr,197.45,2.17,57.62,249.81,0.10,6.82,Tr,Tr,Tr,0.03,0.04,Tr,2.16,
375,Carnes e derivados,"Carne, bovina, paleta, sem gordura, crua",72.08,140.94,589.70,21.03,5.67,42.25,0.00,NA,0.98,3.62,17.51,Tr,163.36,1.93,65.86,319.43,0.05,3.34,3.27,3.27,3.27,0.13,0.21,Tr,2.67,
376,Carnes e derivados,"Carne, bovina, patinho, sem gordura, cru",72.91,133.47,558.43,21.72,4.51,55.61,0.00,NA,1.01,3.30,20.10,0.01,170.37,1.78,49.13,317.61,0.05,4.47,1.51,1.51,1.51,0.11,0.08,Tr,3.61,
377,Carnes e derivados,"Carne, bovina, patinho, sem gordura, grelhado",55.15,219.26,917.38,35.90,7.31,125.68,0.00,NA,1.30,4.80,27.26,0.02,288.84,3.03,60.29,420.96,0.12,8.09,Tr,Tr,Tr,0.04,0.03,Tr,3.01,
378,Carnes e derivados,"Carne, bovina, peito, sem gordura, cozido",51.18,338.47,1416.17,22.25,26.99,99.54,0.00,NA,0.72,4.03,13.87,Tr,135.96,1.60,55.71,204.49,0.05,3.89,Tr,Tr,Tr,Tr,0.30,Tr,4.54,
379,Carnes e derivados,"Carne, bovina, peito, sem gordura, cru",61.49,259.28,1084.81,17.56,20.43,59.30,0.00,NA,0.85,3.94,15.32,Tr,124.36,1.31,63.76,241.40,0.06,2.63,4.25,4.25,4.25,0.11,0.07,0.03,3.91,
380,Carnes e derivados,"Carne, bovina, picanha, com gordura, crua",65.64,212.88,890.69,18.82,14.69,59.55,0.00,NA,0.93,2.42,14.22,Tr,165.29,1.71,37.62,231.65,0.06,3.77,3.46,3.46,3.46,0.13,0.16,Tr,4.77,
381,Carnes e derivados,"Carne, bovina, picanha, com gordura, grelhada",53.39,288.77,1208.20,26.42,19.51,91.76,0.00,NA,1.09,4.00,24.00,Tr,246.00,3.20,60.00,355.00,0.14,5.50,Tr,Tr,Tr,0.03,0.06,0.13,1.60,
382,Carnes e derivados,"Carne, bovina, picanha, sem gordura, crua",72.42,133.52,558.66,21.25,4.74,75.23,0.00,NA,1.01,3.39,20.25,Tr,183.05,2.13,61.15,322.50,0.08,4.23,Tr,Tr,Tr,Tr,0.05,Tr,1.89,
383,Carnes e derivados,"Carne, bovina, picanha, sem gordura, grelhada",54.63,238.47,997.75,31.91,11.33,99.71,0.00,NA,1.23,4.43,25.42,0.02,281.91,3.55,60.66,376.60,0.17,6.70,Tr,Tr,Tr,Tr,0.08,0.03,1.82,
384,Carnes e derivados,"Carne, bovina, seca, cozida",47.19,312.80,1308.75,26.93,21.93,100.14,0.00,NA,4.72,12.76,11.90,0.02,82.38,1.88,1943.18,86.03,0.03,7.70,Tr,Tr,Tr,Tr,0.06,Tr,2.32,
385,Carnes e derivados,"Carne, bovina, seca, crua",39.24,312.75,1308.54,19.66,25.37,91.55,0.00,NA,15.29,14.11,12.22,0.01,100.00,1.33,4439.55,190.15,Tr,3.65,Tr,Tr,Tr,Tr,0.07,Tr,2.83,
386,Carnes e derivados,"Coxinha de frango, frita",42.21,283.05,1184.27,9.61,11.84,14.81,34.52,4.97,1.82,18.33,16.78,0.28,92.54,1.26,532.13,166.21,0.09,0.51,Tr,,,0.09,Tr,Tr,2.60,Tr
387,Carnes e derivados,"Croquete, de carne, cru",55.96,245.77,1028.31,12.04,15.56,29.85,13.95,,2.49,15.50,23.64,0.34,144.18,2.51,710.64,221.40,0.10,2.67,Tr,,,0.11,0.04,Tr,1.95,Tr
388,Carnes e derivados,"Croquete, de carne, frito",39.24,346.74,1450.77,16.86,22.67,38.10,18.15,,3.08,18.09,29.52,0.39,176.26,2.31,916.41,313.02,0.09,3.30,Tr,,,0.14,0.04,Tr,4.77,Tr
389,Carnes e derivados,"Empada de frango, pré-cozida, assada",28.19,358.19,1498.67,6.94,15.61,22.72,47.49,2.16,1.77,15.61,18.30,0.32,77.62,1.19,524.93,137.66,0.07,0.64,Tr,,,0.12,Tr,Tr,Tr, 
390,Carnes e derivados,"Empada, de frango, pré-cozida",32.03,377.48,1579.37,7.34,22.89,23.28,35.53,2.22,2.21,13.56,17.33,0.25,77.94,0.75,770.73,156.36,0.09,0.50,Tr,,,0.11,Tr,0.03,Tr, 
391,Carnes e derivados,"Frango, asa, com pele, crua",67.47,213.19,891.98,18.10,15.07,113.45,0.00,NA,0.69,10.92,23.22,0.01,154.79,0.57,96.30,211.16,0.02,1.25,10.37,10.37,10.37,0.11,0.04,Tr,2.58,
392,Carnes e derivados,"Frango, caipira, inteiro, com pele, cozido",59.69,242.89,1016.25,23.88,15.62,109.55,0.00,NA,0.80,16.76,18.35,0.01,161.94,1.66,56.09,210.01,0.08,1.70,16.16,16.16,16.16,0.03,Tr,Tr,6.33,
393,Carnes e derivados,"Frango, caipira, inteiro, sem pele, cozido",61.42,195.76,819.06,29.58,7.70,105.52,0.00,NA,1.09,66.14,23.17,0.02,209.60,2.12,53.24,223.59,0.15,2.66,6.05,6.05,6.05,0.03,0.03,Tr,9.20,
394,Carnes e derivados,"Frango, coração, cru",69.05,221.50,926.77,12.58,18.60,159.24,0.00,NA,0.77,5.51,19.83,0.05,193.39,4.09,95.06,220.07,0.20,2.01,9.39,9.39,9.39,0.23,0.35,Tr,3.39,
395,Carnes e derivados,"Frango, coração, grelhado",63.51,207.27,867.23,22.44,12.10,280.36,0.61,NA,1.35,8.35,20.12,0.06,275.78,6.53,128.24,242.69,0.30,3.45,Tr,Tr,Tr,0.20,0.19,Tr,9.70,
396,Carnes e derivados,"Frango, coxa, com pele, assada",59.79,215.12,900.06,28.49,10.36,145.48,0.06,NA,1.30,8.34,13.93,Tr,251.35,1.22,94.84,318.11,0.05,2.55,5.97,5.97,5.97,0.05,0.05,Tr,10.40,
397,Carnes e derivados,"Frango, coxa, com pele, crua",72.85,161.47,675.61,17.09,9.81,97.40,0.00,NA,0.83,8.00,25.81,0.02,185.34,0.70,94.96,274.73,0.03,1.97,10.02,10.02,10.02,0.16,0.05,Tr,2.04,
398,Carnes e derivados,"Frango, coxa, sem pele, cozida",66.66,167.43,700.52,26.86,5.85,132.92,0.00,NA,0.87,11.78,11.14,Tr,186.74,0.83,64.34,191.14,0.03,2.83,Tr,Tr,Tr,0.07,Tr,Tr,8.20,
399,Carnes e derivados,"Frango, coxa, sem pele, crua",76.42,119.95,501.86,17.81,4.86,90.56,0.02,NA,0.89,7.97,27.23,0.02,196.48,0.78,98.37,291.19,0.03,2.24,11.66,11.66,11.66,0.17,0.05,Tr,3.53,
400,Carnes e derivados,"Frango, fígado, cru",77.75,106.48,445.53,17.59,3.49,340.58,-0.02,NA,1.20,5.61,27.83,0.35,343.90,9.54,82.43,280.50,0.26,3.73,3863.33,3863.33,3863.33,0.62,0.56,Tr,6.36,
401,Carnes e derivados,"Frango, filé, à milanesa",54.89,220.87,924.13,28.46,7.79,84.32,7.51,1.13,1.35,8.91,34.83,0.06,249.35,1.08,122.33,407.56,0.05,0.84,6.61,6.61,6.61,0.05,0.04,0.52,11.07,
402,Carnes e derivados,"Frango, inteiro, com pele, cru",66.54,226.32,946.92,16.44,17.31,84.84,0.00,NA,0.75,6.30,24.30,0.01,173.55,0.62,62.88,217.24,0.04,1.12,7.00,7.00,7.00,0.08,0.03,Tr,3.28,
403,Carnes e derivados,"Frango, inteiro, sem pele, assado",63.20,187.34,783.82,28.03,7.50,110.94,0.00,NA,1.16,9.06,13.88,Tr,232.94,0.55,70.27,283.27,0.03,1.58,Tr,Tr,Tr,0.09,Tr,Tr,11.20,
404,Carnes e derivados,"Frango, inteiro, sem pele, cozido",67.45,170.39,712.91,24.99,7.06,98.93,0.00,NA,0.89,8.18,12.35,Tr,193.67,0.46,50.89,216.53,0.04,1.24,Tr,Tr,Tr,0.10,Tr,Tr,12.83,
405,Carnes e derivados,"Frango, inteiro, sem pele, cru",74.86,129.10,540.14,20.59,4.57,78.24,0.00,NA,0.93,6.52,27.04,0.01,190.48,0.54,72.96,237.68,0.03,1.24,3.67,3.67,3.67,0.12,0.03,Tr,3.28,
406,Carnes e derivados,"Frango, peito, com pele, assado",58.54,211.68,885.68,33.42,7.65,109.03,0.00,NA,1.49,8.26,18.14,0.01,297.02,0.48,55.70,380.31,0.01,0.95,6.23,6.23,6.23,0.12,Tr,Tr,15.80,
407,Carnes e derivados,"Frango, peito, com pele, cru",71.94,149.47,625.36,20.78,6.73,79.93,0.00,NA,0.91,8.42,28.29,0.01,212.97,0.44,62.31,251.82,0.05,0.60,4.00,4.00,4.00,0.09,Tr,Tr,2.58,
408,Carnes e derivados,"Frango, peito, sem pele, cozido",65.57,162.87,681.47,31.47,3.16,88.51,0.00,NA,0.98,6.44,13.76,Tr,224.43,0.34,36.17,231.05,0.02,0.95,Tr,Tr,Tr,0.10,Tr,Tr,7.60,
409,Carnes e derivados,"Frango, peito, sem pele, cru",74.79,119.16,498.56,21.53,3.02,58.68,0.00,NA,0.97,7.36,31.26,0.01,222.03,0.43,56.14,267.09,0.03,0.66,2.00,2.00,2.00,0.10,Tr,Tr,5.86,
410,Carnes e derivados,"Frango, peito, sem pele, grelhado",63.81,159.19,666.03,32.03,2.48,89.12,0.00,NA,1.44,5.34,18.27,Tr,295.01,0.33,50.25,387.37,0.02,0.78,Tr,Tr,Tr,0.11,Tr,Tr,24.83,
411,Carnes e derivados,"Frango, sobrecoxa, com pele, assada",55.00,259.60,1086.19,28.70,15.19,158.26,0.00,NA,1.33,10.68,14.60,Tr,252.23,1.21,95.94,323.07,0.06,2.17,8.22,8.22,8.22,0.10,0.05,Tr,11.20,
